Year,Month,Day,TAVG,TMAX,TMIN
1943,2,23,53,61,45
1943,2,24,50.5,62,39
1943,2,25,33.5,40,27
1943,2,26,29.5,35,24
1943,2,27,31.5,37,26
1943,2,28,41.5,53,30
1943,3,1,37,41,33
1943,3,2,31,36,26
1943,3,3,18.5,26,11
1943,3,4,16.5,26,7
1943,3,5,36.5,47,26
1943,3,6,39,51,27
1943,3,7,35,45,25
1943,3,8,23,28,18
1943,3,9,23,31,15
1943,3,10,41,52,30
1943,3,11,51.5,57,46
1943,3,12,49,57,41
1943,3,13,37.5,41,34
1943,3,14,46,58,34
1943,3,15,48,56,40
1943,3,16,44,52,36
1943,3,17,42,48,36
1943,3,18,52,64,40
1943,3,19,45,52,38
1943,3,20,49.5,64,35
1943,3,21,38,42,34
1943,3,22,38,44,32
1943,3,23,35.5,44,27
1943,3,24,44.5,56,33
1943,3,25,53.5,63,44
1943,3,26,60,72,48
1943,3,27,52,61,43
1943,3,28,40,46,34
1943,3,29,38,48,28
1943,3,30,40.5,45,36
1943,3,31,40.5,44,37
1943,4,1,50,64,36
1943,4,2,52,65,39
1943,4,3,33,39,27
1943,4,4,39.5,52,27
1943,4,5,43,52,34
1943,4,6,29.5,34,25
1943,4,7,35.5,47,24
1943,4,8,43.5,52,35
1943,4,9,48.5,58,39
1943,4,10,41.5,51,32
1943,4,11,42.5,54,31
1943,4,12,45.5,52,39
1943,4,13,47.5,58,37
1943,4,14,37,42,32
1943,4,15,34.5,41,28
1943,4,16,38.5,47,30
1943,4,17,48,56,40
1943,4,18,43,51,35
1943,4,19,40.5,42,39
1943,4,20,46.5,54,39
1943,4,21,41,44,38
1943,4,22,47,55,39
1943,4,23,55,66,44
1943,4,24,54.5,63,46
1943,4,25,64,78,50
1943,4,26,59.5,68,51
1943,4,27,51.5,58,45
1943,4,28,58,71,45
1943,4,29,54.5,66,43
1943,4,30,57.5,67,48
1943,5,1,47,53,41
1943,5,2,52,63,41
1943,5,3,58.5,72,45
1943,5,4,52,55,49
1943,5,5,59,74,44
1943,5,6,61.5,71,52
1943,5,7,69.5,88,51
1943,5,8,77,89,65
1943,5,9,64,73,55
1943,5,10,56,60,52
1943,5,11,50,54,46
1943,5,12,56,66,46
1943,5,13,65.5,79,52
1943,5,14,57.5,66,49
1943,5,15,58.5,66,51
1943,5,16,57.5,64,51
1943,5,17,71,84,58
1943,5,18,76.5,86,67
1943,5,19,74.5,84,65
1943,5,20,62,68,56
1943,5,21,54,56,52
1943,5,22,55.5,60,51
1943,5,23,62.5,74,51
1943,5,24,64.5,71,58
1943,5,25,65.5,73,58
1943,5,26,66,70,62
1943,5,27,71,81,61
1943,5,28,69,78,60
1943,5,29,68.5,78,59
1943,5,30,67.5,77,58
1943,5,31,69.5,79,60
1943,6,1,66,70,62
1943,6,2,75.5,87,64
1943,6,3,83.5,92,75
1943,6,4,86.5,95,78
1943,6,5,78,88,68
1943,6,6,71,79,63
1943,6,7,62.5,67,58
1943,6,8,66.5,77,56
1943,6,9,61.5,66,57
1943,6,10,64,72,56
1943,6,11,73,84,62
1943,6,12,72,80,64
1943,6,13,80,90,70
1943,6,14,76,82,70
1943,6,15,75.5,85,66
1943,6,16,81,89,73
1943,6,17,71,76,66
1943,6,18,76,85,67
1943,6,19,80,92,68
1943,6,20,82.5,91,74
1943,6,21,82,90,74
1943,6,22,82.5,94,71
1943,6,23,77.5,87,68
1943,6,24,76.5,87,66
1943,6,25,87.5,99,76
1943,6,26,87,96,78
1943,6,27,87,98,76
1943,6,28,84.5,92,77
1943,6,29,73.5,79,68
1943,6,30,64.5,69,60
1943,7,1,63,74,52
1943,7,2,72,84,60
1943,7,3,71,80,62
1943,7,4,72.5,79,66
1943,7,5,73.5,81,66
1943,7,6,77,86,68
1943,7,7,67,71,63
1943,7,8,72,80,64
1943,7,9,74.5,82,67
1943,7,10,77.5,86,69
1943,7,11,78.5,85,72
1943,7,12,80.5,89,72
1943,7,13,80.5,86,75
1943,7,14,79,85,73
1943,7,15,82,91,73
1943,7,16,81,90,72
1943,7,17,78.5,88,69
1943,7,18,84.5,93,76
1943,7,19,77.5,86,69
1943,7,20,79,90,68
1943,7,21,78.5,90,67
1943,7,22,77,85,69
1943,7,23,75,84,66
1943,7,24,79.5,90,69
1943,7,25,79.5,88,71
1943,7,26,80,89,71
1943,7,27,81.5,91,72
1943,7,28,80.5,91,70
1943,7,29,75,82,68
1943,7,30,77,87,67
1943,7,31,78.5,88,69
1943,8,1,81.5,92,71
1943,8,2,83,94,72
1943,8,3,82.5,93,72
1943,8,4,81,88,74
1943,8,5,76,84,68
1943,8,6,75,86,64
1943,8,7,73.5,86,61
1943,8,8,78.5,87,70
1943,8,9,80,92,68
1943,8,10,80,91,69
1943,8,11,75,83,67
1943,8,12,75.5,84,67
1943,8,13,76,82,70
1943,8,14,83.5,93,74
1943,8,15,77.5,86,69
1943,8,16,74,83,65
1943,8,17,76.5,84,69
1943,8,18,70.5,79,62
1943,8,19,70,81,59
1943,8,20,72,83,61
1943,8,21,73,81,65
1943,8,22,74.5,84,65
1943,8,23,76.5,86,67
1943,8,24,78,89,67
1943,8,25,82.5,94,71
1943,8,26,79,89,69
1943,8,27,63.5,68,59
1943,8,28,66.5,77,56
1943,8,29,68,77,59
1943,8,30,73.5,82,65
1943,8,31,76.5,87,66
1943,9,1,80.5,91,70
1943,9,2,74,83,65
1943,9,3,66,69,63
1943,9,4,69.5,76,63
1943,9,5,74.5,81,68
1943,9,6,79.5,90,69
1943,9,7,80,89,71
1943,9,8,72,76,68
1943,9,9,73.5,84,63
1943,9,10,68,78,58
1943,9,11,67.5,79,56
1943,9,12,61.5,71,52
1943,9,13,62.5,73,52
1943,9,14,64,72,56
1943,9,15,72.5,83,62
1943,9,16,75.5,87,64
1943,9,17,63.5,72,55
1943,9,18,58,67,49
1943,9,19,60.5,73,48
1943,9,20,62.5,70,55
1943,9,21,67.5,75,60
1943,9,22,67,73,61
1943,9,23,71,82,60
1943,9,24,61.5,69,54
1943,9,25,56,63,49
1943,9,26,57.5,69,46
1943,9,27,63.5,76,51
1943,9,28,69.5,85,54
1943,9,29,64,73,55
1943,9,30,57,60,54
1943,10,1,62.5,68,57
1943,10,2,67.5,76,59
1943,10,3,59,66,52
1943,10,4,55,62,48
1943,10,5,53,63,43
1943,10,6,55.5,69,42
1943,10,7,67,83,51
1943,10,8,66,78,54
1943,10,9,69.5,82,57
1943,10,10,50,57,43
1943,10,11,50.5,61,40
1943,10,12,56.5,69,44
1943,10,13,59.5,71,48
1943,10,14,66,74,58
1943,10,15,66,70,62
1943,10,16,64.5,68,61
1943,10,17,54.5,61,48
1943,10,18,50.5,55,46
1943,10,19,46.5,52,41
1943,10,20,48,55,41
1943,10,21,55.5,66,45
1943,10,22,50,52,48
1943,10,23,50,56,44
1943,10,24,51.5,58,45
1943,10,25,45.5,49,42
1943,10,26,47.5,53,42
1943,10,27,55.5,58,53
1943,10,28,52,54,50
1943,10,29,52,60,44
1943,10,30,51.5,58,45
1943,10,31,50.5,58,43
1943,11,1,49.5,58,41
1943,11,2,55.5,64,47
1943,11,3,50,56,44
1943,11,4,48.5,56,41
1943,11,5,50,58,42
1943,11,6,56.5,65,48
1943,11,7,53,61,45
1943,11,8,59.5,64,55
1943,11,9,52,66,38
1943,11,10,43.5,52,35
1943,11,11,40.5,45,36
1943,11,12,41.5,50,33
1943,11,13,44.5,48,41
1943,11,14,38,43,33
1943,11,15,41,50,32
1943,11,16,40,47,33
1943,11,17,34,42,26
1943,11,18,40.5,49,32
1943,11,19,51,59,43
1943,11,20,48.5,53,44
1943,11,21,47,54,40
1943,11,22,39.5,46,33
1943,11,23,36.5,41,32
1943,11,24,43.5,52,35
1943,11,25,50.5,60,41
1943,11,26,53.5,62,45
1943,11,27,47,56,38
1943,11,28,37,42,32
1943,11,29,32.5,38,27
1943,11,30,35,40,30
1943,12,1,41.5,48,35
1943,12,2,44.5,51,38
1943,12,3,48.5,54,43
1943,12,4,42.5,49,36
1943,12,5,43.5,51,36
1943,12,6,43,52,34
1943,12,7,40,49,31
1943,12,8,38.5,46,31
1943,12,9,50,57,43
1943,12,10,41.5,45,38
1943,12,11,25.5,38,13
1943,12,12,27.5,40,15
1943,12,13,27,37,17
1943,12,14,27,34,20
1943,12,15,18.5,23,14
1943,12,16,20,28,12
1943,12,17,26,33,19
1943,12,18,32.5,40,25
1943,12,19,38.5,46,31
1943,12,20,34,39,29
1943,12,21,38.5,48,29
1943,12,22,31,41,21
1943,12,23,16.5,22,11
1943,12,24,19,28,10
1943,12,25,28,34,22
1943,12,26,32.5,37,28
1943,12,27,43.5,50,37
1943,12,28,30.5,41,20
1943,12,29,20,27,13
1943,12,30,24.5,32,17
1943,12,31,30.5,37,24
1944,1,1,35.5,42,29
1944,1,2,29,35,23
1944,1,3,32.5,36,29
1944,1,4,36,40,32
1944,1,5,36.5,39,34
1944,1,6,35,41,29
1944,1,7,28.5,34,23
1944,1,8,18,23,13
1944,1,9,20,28,12
1944,1,10,28.5,35,22
1944,1,11,34.5,42,27
1944,1,12,30.5,37,24
1944,1,13,28,34,22
1944,1,14,32,41,23
1944,1,15,33,36,30
1944,1,16,25.5,32,19
1944,1,17,28,36,20
1944,1,18,35.5,40,31
1944,1,19,33.5,39,28
1944,1,20,38.5,45,32
1944,1,21,35,40,30
1944,1,22,40.5,47,34
1944,1,23,40.5,44,37
1944,1,24,35,41,29
1944,1,25,38.5,46,31
1944,1,26,43,49,37
1944,1,27,49,62,36
1944,1,28,45,52,38
1944,1,29,41,44,38
1944,1,30,32.5,39,26
1944,1,31,32.5,41,24
1944,2,1,28,38,18
1944,2,2,28,36,20
1944,2,3,37,44,30
1944,2,4,35.5,41,30
1944,2,5,36,45,27
1944,2,6,38,49,27
1944,2,7,30.5,37,24
1944,2,8,26,33,19
1944,2,9,24,29,19
1944,2,10,29.5,35,24
1944,2,11,22.5,27,18
1944,2,12,22.5,28,17
1944,2,13,24,32,16
1944,2,14,34,46,22
1944,2,15,41.5,49,34
1944,2,16,29.5,34,25
1944,2,17,35.5,40,31
1944,2,18,32,47,17
1944,2,19,22,31,13
1944,2,20,30,36,24
1944,2,21,40,47,33
1944,2,22,39.5,44,35
1944,2,23,45,50,40
1944,2,24,48.5,60,37
1944,2,25,40,48,32
1944,2,26,34,37,31
1944,2,27,34,36,32
1944,2,28,41.5,47,36
1944,2,29,33.5,38,29
1944,3,1,28,37,19
1944,3,2,25.5,34,17
1944,3,3,31.5,39,24
1944,3,4,28,34,22
1944,3,5,26.5,37,16
1944,3,6,33,42,24
1944,3,7,45,53,37
1944,3,8,36,43,29
1944,3,9,28,32,24
1944,3,10,33,33,
1944,3,11,34,43,25
1944,3,12,45.5,54,37
1944,3,13,44,53,35
1944,3,14,39.5,49,30
1944,3,15,40.5,45,36
1944,3,16,42.5,47,38
1944,3,17,45.5,52,39
1944,3,18,40,54,26
1944,3,19,22.5,27,18
1944,3,20,26.5,30,23
1944,3,21,36.5,45,28
1944,3,22,36,43,29
1944,3,23,44,51,37
1944,3,24,50.5,58,43
1944,3,25,52.5,62,43
1944,3,26,51.5,59,44
1944,3,27,44.5,48,41
1944,3,28,44.5,49,40
1944,3,29,38.5,42,35
1944,3,30,37,39,35
1944,3,31,40.5,47,34
1944,4,1,41,49,33
1944,4,2,46.5,54,39
1944,4,3,40.5,49,32
1944,4,4,36.5,41,32
1944,4,5,31.5,34,29
1944,4,6,37,48,26
1944,4,7,53,66,40
1944,4,8,58,68,48
1944,4,9,52,59,45
1944,4,10,59.5,73,46
1944,4,11,48,55,41
1944,4,12,47.5,55,40
1944,4,13,47.5,56,39
1944,4,14,49.5,64,35
1944,4,15,40.5,44,37
1944,4,16,44,48,40
1944,4,17,48,55,41
1944,4,18,52,63,41
1944,4,19,53,62,44
1944,4,20,58,68,48
1944,4,21,48,54,42
1944,4,22,50,58,42
1944,4,23,43.5,47,40
1944,4,24,44,47,41
1944,4,25,54.5,65,44
1944,4,26,56,64,48
1944,4,27,50.5,54,47
1944,4,28,50.5,59,42
1944,4,29,58.5,74,43
1944,4,30,66.5,80,53
1944,5,1,68.5,83,54
1944,5,2,54,59,49
1944,5,3,61.5,75,48
1944,5,4,72.5,85,60
1944,5,5,75.5,87,64
1944,5,6,68.5,78,59
1944,5,7,58,62,54
1944,5,8,59,71,47
1944,5,9,62,71,53
1944,5,10,64.5,73,56
1944,5,11,68,80,56
1944,5,12,72,81,63
1944,5,13,74,86,62
1944,5,14,72.5,81,64
1944,5,15,69.5,79,60
1944,5,16,70.5,79,62
1944,5,17,70.5,81,60
1944,5,18,65,76,54
1944,5,19,57.5,67,48
1944,5,20,64,74,54
1944,5,21,64.5,75,54
1944,5,22,75,88,62
1944,5,23,61,64,58
1944,5,24,56,58,54
1944,5,25,56,59,53
1944,5,26,62.5,68,57
1944,5,27,72.5,84,61
1944,5,28,78,87,69
1944,5,29,74.5,87,62
1944,5,30,70.5,84,57
1944,5,31,78.5,92,65
1944,6,1,78,85,71
1944,6,2,77.5,85,70
1944,6,3,71,83,59
1944,6,4,60.5,67,54
1944,6,5,59.5,69,50
1944,6,6,70,81,59
1944,6,7,66.5,78,55
1944,6,8,64,76,52
1944,6,9,69,81,57
1944,6,10,63,66,60
1944,6,11,69.5,80,59
1944,6,12,75,86,64
1944,6,13,77.5,87,68
1944,6,14,65,69,61
1944,6,15,63.5,69,58
1944,6,16,79.5,92,67
1944,6,17,82,91,73
1944,6,18,81,93,69
1944,6,19,72.5,81,64
1944,6,20,73.5,82,65
1944,6,21,63.5,69,58
1944,6,22,73,86,60
1944,6,23,76.5,83,70
1944,6,24,72.5,80,65
1944,6,25,68.5,74,63
1944,6,26,76,88,64
1944,6,27,80,91,69
1944,6,28,80,89,71
1944,6,29,82,93,71
1944,6,30,78,86,70
1944,7,1,77,87,67
1944,7,2,76.5,86,67
1944,7,3,74,84,64
1944,7,4,76,87,65
1944,7,5,79.5,93,66
1944,7,6,83,94,72
1944,7,7,82,91,73
1944,7,8,82.5,94,71
1944,7,9,82.5,92,73
1944,7,10,82,91,73
1944,7,11,83.5,93,74
1944,7,12,84.5,93,76
1944,7,13,80.5,91,70
1944,7,14,78,87,69
1944,7,15,76.5,86,67
1944,7,16,77.5,86,69
1944,7,17,76,86,66
1944,7,18,75.5,87,64
1944,7,19,73.5,80,67
1944,7,20,76,84,68
1944,7,21,74,81,67
1944,7,22,75,89,61
1944,7,23,80.5,93,68
1944,7,24,82.5,93,72
1944,7,25,84,94,74
1944,7,26,81,91,71
1944,7,27,82.5,93,72
1944,7,28,81,91,71
1944,7,29,79.5,87,72
1944,7,30,82,91,73
1944,7,31,82,90,74
1944,8,1,83.5,90,77
1944,8,2,75.5,81,70
1944,8,3,76.5,83,70
1944,8,4,86.5,100,73
1944,8,5,89,101,77
1944,8,6,80.5,89,72
1944,8,7,74,80,68
1944,8,8,75.5,85,66
1944,8,9,75,88,62
1944,8,10,81.5,97,66
1944,8,11,88,102,74
1944,8,12,86,97,75
1944,8,13,86,96,76
1944,8,14,86,95,77
1944,8,15,85,95,75
1944,8,16,84.5,96,73
1944,8,17,85.5,95,76
1944,8,18,75.5,85,66
1944,8,19,70,80,60
1944,8,20,70.5,83,58
1944,8,21,75.5,86,65
1944,8,22,77,85,69
1944,8,23,78.5,89,68
1944,8,24,68,76,60
1944,8,25,66.5,77,56
1944,8,26,68,79,57
1944,8,27,69,81,57
1944,8,28,70,80,60
1944,8,29,71.5,79,64
1944,8,30,75,88,62
1944,8,31,78,89,67
1944,9,1,78.5,85,72
1944,9,2,84.5,97,72
1944,9,3,84,94,74
1944,9,4,76,85,67
1944,9,5,80,90,70
1944,9,6,76,86,66
1944,9,7,72.5,83,62
1944,9,8,66.5,75,58
1944,9,9,66,72,60
1944,9,10,69,80,58
1944,9,11,71,81,61
1944,9,12,67.5,72,63
1944,9,13,70,74,66
1944,9,14,71.5,78,65
1944,9,15,78,86,70
1944,9,16,75,84,66
1944,9,17,71.5,80,63
1944,9,18,68,73,63
1944,9,19,66.5,69,64
1944,9,20,72,78,66
1944,9,21,71.5,75,68
1944,9,22,66,73,59
1944,9,23,60.5,67,54
1944,9,24,58,66,50
1944,9,25,59,67,51
1944,9,26,65,77,53
1944,9,27,68.5,78,59
1944,9,28,69,75,63
1944,9,29,64,73,55
1944,9,30,55.5,61,50
1944,10,1,61,72,50
1944,10,2,61.5,72,51
1944,10,3,54.5,61,48
1944,10,4,54.5,63,46
1944,10,5,60.5,66,55
1944,10,6,67.5,71,64
1944,10,7,76.5,88,65
1944,10,8,70.5,80,61
1944,10,9,64.5,74,55
1944,10,10,61.5,72,51
1944,10,11,61,72,50
1944,10,12,62.5,72,53
1944,10,13,59,63,55
1944,10,14,63,68,58
1944,10,15,50,58,42
1944,10,16,51,63,39
1944,10,17,59,70,48
1944,10,18,64,77,51
1944,10,19,59.5,70,49
1944,10,20,50,55,45
1944,10,21,47.5,50,45
1944,10,22,49.5,56,43
1944,10,23,52,63,41
1944,10,24,56,65,47
1944,10,25,58.5,69,48
1944,10,26,55,64,46
1944,10,27,43,47,39
1944,10,28,47.5,59,36
1944,10,29,47,52,42
1944,10,30,49,57,41
1944,10,31,51.5,61,42
1944,11,1,60,69,51
1944,11,2,59,67,51
1944,11,3,58.5,69,48
1944,11,4,57.5,66,49
1944,11,5,47.5,56,39
1944,11,6,40,45,35
1944,11,7,44,50,38
1944,11,8,52,59,45
1944,11,9,51.5,59,44
1944,11,10,56,60,52
1944,11,11,46.5,54,39
1944,11,12,45,54,36
1944,11,13,46,58,34
1944,11,14,54.5,65,44
1944,11,15,49.5,52,47
1944,11,16,44,50,38
1944,11,17,43,47,39
1944,11,18,44,49,39
1944,11,19,41,45,37
1944,11,20,41,45,37
1944,11,21,38,42,34
1944,11,22,39,43,35
1944,11,23,38.5,45,32
1944,11,24,36.5,41,32
1944,11,25,37.5,43,32
1944,11,26,38.5,48,29
1944,11,27,44.5,49,40
1944,11,28,47,53,41
1944,11,29,41,44,38
1944,11,30,38,45,31
1944,12,1,33,37,29
1944,12,2,26.5,31,22
1944,12,3,24.5,30,19
1944,12,4,31,39,23
1944,12,5,39,50,28
1944,12,6,43,52,34
1944,12,7,41.5,48,35
1944,12,8,46.5,53,40
1944,12,9,38,42,34
1944,12,10,37.5,42,33
1944,12,11,37.5,42,33
1944,12,12,38,45,31
1944,12,13,34,40,28
1944,12,14,30.5,36,25
1944,12,15,33,39,27
1944,12,16,35.5,38,33
1944,12,17,36.5,41,32
1944,12,18,31.5,39,24
1944,12,19,21.5,24,19
1944,12,20,25.5,32,19
1944,12,21,29,38,20
1944,12,22,19,26,12
1944,12,23,29.5,36,23
1944,12,24,33,36,30
1944,12,25,38,42,34
1944,12,26,31,42,20
1944,12,27,25.5,33,18
1944,12,28,31,36,26
1944,12,29,21.5,26,17
1944,12,30,25,30,20
1944,12,31,35.5,41,30
1945,1,1,42.5,55,30
1945,1,2,22,30,14
1945,1,3,24,35,13
1945,1,4,38,43,33
1945,1,5,30,39,21
1945,1,6,17.5,21,14
1945,1,7,21,25,17
1945,1,8,31.5,38,25
1945,1,9,23,36,10
1945,1,10,14.5,20,9
1945,1,11,21,27,15
1945,1,12,30,39,21
1945,1,13,32.5,39,26
1945,1,14,23.5,27,20
1945,1,15,24.5,32,17
1945,1,16,26.5,31,22
1945,1,17,24.5,32,17
1945,1,18,20.5,30,11
1945,1,19,29,38,20
1945,1,20,28,35,21
1945,1,21,28.5,37,20
1945,1,22,32.5,38,27
1945,1,23,31,36,26
1945,1,24,19.5,34,5
1945,1,25,8.5,15,2
1945,1,26,12,19,5
1945,1,27,21,30,12
1945,1,28,27.5,34,21
1945,1,29,30,34,26
1945,1,30,26.5,32,21
1945,1,31,20,27,13
1945,2,1,21.5,28,15
1945,2,2,24.5,30,19
1945,2,3,25,32,18
1945,2,4,25.5,35,16
1945,2,5,32,38,26
1945,2,6,29.5,36,23
1945,2,7,31.5,38,25
1945,2,8,31.5,34,29
1945,2,9,37.5,46,29
1945,2,10,41.5,47,36
1945,2,11,39.5,47,32
1945,2,12,38.5,46,31
1945,2,13,32,38,26
1945,2,14,30,34,26
1945,2,15,35.5,43,28
1945,2,16,44,53,35
1945,2,17,35,38,32
1945,2,18,27,32,22
1945,2,19,24,31,17
1945,2,20,26.5,34,19
1945,2,21,31,36,26
1945,2,22,41,50,32
1945,2,23,43,50,36
1945,2,24,38.5,43,34
1945,2,25,41,47,35
1945,2,26,45,54,36
1945,2,27,43.5,58,29
1945,2,28,34.5,40,29
1945,3,1,40.5,49,32
1945,3,2,44,52,36
1945,3,3,52,60,44
1945,3,4,40,47,33
1945,3,5,36.5,42,31
1945,3,6,43,47,39
1945,3,7,38.5,45,32
1945,3,8,35.5,45,26
1945,3,9,39.5,47,32
1945,3,10,44,49,39
1945,3,11,38.5,45,32
1945,3,12,39,44,34
1945,3,13,46,56,36
1945,3,14,48.5,57,40
1945,3,15,54.5,63,46
1945,3,16,62.5,76,49
1945,3,17,60.5,75,46
1945,3,18,56.5,67,46
1945,3,19,59,69,49
1945,3,20,68.5,83,54
1945,3,21,52,64,40
1945,3,22,37.5,40,35
1945,3,23,48,59,37
1945,3,24,55,67,43
1945,3,25,56.5,67,46
1945,3,26,54.5,63,46
1945,3,27,64,74,54
1945,3,28,71.5,84,59
1945,3,29,73,86,60
1945,3,30,66,74,58
1945,3,31,59,67,51
1945,4,1,61,73,49
1945,4,2,59.5,65,54
1945,4,3,62,75,49
1945,4,4,49,54,44
1945,4,5,49.5,60,39
1945,4,6,46,57,35
1945,4,7,50,58,42
1945,4,8,55.5,67,44
1945,4,9,58.5,71,46
1945,4,10,60.5,72,49
1945,4,11,58.5,65,52
1945,4,12,65,73,57
1945,4,13,71,81,61
1945,4,14,70,83,57
1945,4,15,56.5,64,49
1945,4,16,50,53,47
1945,4,17,61.5,74,49
1945,4,18,58,68,48
1945,4,19,50.5,59,42
1945,4,20,52.5,59,46
1945,4,21,49.5,56,43
1945,4,22,47.5,55,40
1945,4,23,49,61,37
1945,4,24,55.5,64,47
1945,4,25,55.5,59,52
1945,4,26,59.5,71,48
1945,4,27,49,54,44
1945,4,28,48.5,55,42
1945,4,29,52.5,64,41
1945,4,30,56.5,63,50
1945,5,1,47,50,44
1945,5,2,50,57,43
1945,5,3,48.5,53,44
1945,5,4,50.5,55,46
1945,5,5,53.5,62,45
1945,5,6,54,61,47
1945,5,7,55,65,45
1945,5,8,54.5,61,48
1945,5,9,56.5,65,48
1945,5,10,49,57,41
1945,5,11,50.5,60,41
1945,5,12,60,71,49
1945,5,13,62.5,70,55
1945,5,14,64,75,53
1945,5,15,68,79,57
1945,5,16,64.5,74,55
1945,5,17,64,76,52
1945,5,18,67,74,60
1945,5,19,56,64,48
1945,5,20,60.5,74,47
1945,5,21,65,74,56
1945,5,22,73,84,62
1945,5,23,63.5,72,55
1945,5,24,60,70,50
1945,5,25,62,74,50
1945,5,26,65.5,75,56
1945,5,27,58.5,63,54
1945,5,28,62.5,71,54
1945,5,29,70,81,59
1945,5,30,63,69,57
1945,5,31,56.5,65,48
1945,6,1,51,58,44
1945,6,2,55.5,63,48
1945,6,3,51.5,53,50
1945,6,4,50.5,52,49
1945,6,5,51,55,47
1945,6,6,58.5,70,47
1945,6,7,62,74,50
1945,6,8,66.5,77,56
1945,6,9,66.5,76,57
1945,6,10,63,67,59
1945,6,11,73,86,60
1945,6,12,76.5,85,68
1945,6,13,74.5,84,65
1945,6,14,80,92,68
1945,6,15,84.5,93,76
1945,6,16,82,93,71
1945,6,17,83.5,93,74
1945,6,18,81.5,92,71
1945,6,19,74.5,82,67
1945,6,20,75,84,66
1945,6,21,73.5,83,64
1945,6,22,72,81,63
1945,6,23,76.5,88,65
1945,6,24,79,88,70
1945,6,25,80,90,70
1945,6,26,70.5,76,65
1945,6,27,72.5,84,61
1945,6,28,73,82,64
1945,6,29,80,90,70
1945,6,30,88,97,79
1945,7,1,86.5,96,77
1945,7,2,77.5,89,66
1945,7,3,71.5,80,63
1945,7,4,71,80,62
1945,7,5,75,83,67
1945,7,6,79.5,87,72
1945,7,7,76.5,86,67
1945,7,8,78,89,67
1945,7,9,78.5,85,72
1945,7,10,77,86,68
1945,7,11,67,74,60
1945,7,12,66.5,75,58
1945,7,13,71,78,64
1945,7,14,72,79,65
1945,7,15,74.5,80,69
1945,7,16,74.5,81,68
1945,7,17,71,76,66
1945,7,18,74.5,80,69
1945,7,19,74.5,79,70
1945,7,20,76.5,83,70
1945,7,21,81,90,72
1945,7,22,75.5,81,70
1945,7,23,70.5,75,66
1945,7,24,74.5,84,65
1945,7,25,75.5,83,68
1945,7,26,78.5,87,70
1945,7,27,73.5,78,69
1945,7,28,68.5,71,66
1945,7,29,76.5,82,71
1945,7,30,75,82,68
1945,7,31,69,73,65
1945,8,1,69.5,75,64
1945,8,2,73.5,80,67
1945,8,3,79,89,69
1945,8,4,71.5,81,62
1945,8,5,71,82,60
1945,8,6,67.5,72,63
1945,8,7,71,80,62
1945,8,8,71,78,64
1945,8,9,74,83,65
1945,8,10,75.5,87,64
1945,8,11,79,90,68
1945,8,12,79,87,71
1945,8,13,77,83,71
1945,8,14,78.5,85,72
1945,8,15,74,85,63
1945,8,16,69,80,58
1945,8,17,70.5,78,63
1945,8,18,71.5,80,63
1945,8,19,74.5,84,65
1945,8,20,75.5,85,66
1945,8,21,80,90,70
1945,8,22,81.5,91,72
1945,8,23,69,74,64
1945,8,24,58.5,64,53
1945,8,25,61,68,54
1945,8,26,64,70,58
1945,8,27,67.5,78,57
1945,8,28,75,87,63
1945,8,29,81,93,69
1945,8,30,83,93,73
1945,8,31,82,92,72
1945,9,1,81.5,90,73
1945,9,2,72.5,78,67
1945,9,3,71.5,80,63
1945,9,4,69,78,60
1945,9,5,72,83,61
1945,9,6,76,87,65
1945,9,7,77.5,89,66
1945,9,8,80,91,69
1945,9,9,77.5,84,71
1945,9,10,79,85,73
1945,9,11,75.5,81,70
1945,9,12,74,82,66
1945,9,13,72.5,82,63
1945,9,14,71,75,67
1945,9,15,70.5,77,64
1945,9,16,64.5,72,57
1945,9,17,54,57,51
1945,9,18,60.5,70,51
1945,9,19,66,72,60
1945,9,20,62,65,59
1945,9,21,70,81,59
1945,9,22,62,72,52
1945,9,23,59.5,65,54
1945,9,24,70.5,78,63
1945,9,25,77,84,70
1945,9,26,75.5,82,69
1945,9,27,72,78,66
1945,9,28,73.5,79,68
1945,9,29,69.5,88,51
1945,9,30,52.5,61,44
1945,10,1,58,66,50
1945,10,2,63,72,54
1945,10,3,47.5,54,41
1945,10,4,47,56,38
1945,10,5,55.5,66,45
1945,10,6,61,65,57
1945,10,7,61,69,53
1945,10,8,61,73,49
1945,10,9,53.5,60,47
1945,10,10,51.5,60,43
1945,10,11,53.5,61,46
1945,10,12,57.5,66,49
1945,10,13,51,58,44
1945,10,14,47,53,41
1945,10,15,45,51,39
1945,10,16,52.5,62,43
1945,10,17,57,71,43
1945,10,18,66.5,79,54
1945,10,19,69,80,58
1945,10,20,63.5,72,55
1945,10,21,61,72,50
1945,10,22,65,73,57
1945,10,23,55,63,47
1945,10,24,48,52,44
1945,10,25,52,54,50
1945,10,26,50,56,44
1945,10,27,49.5,55,44
1945,10,28,50.5,61,40
1945,10,29,61,71,51
1945,10,30,61.5,68,55
1945,10,31,66.5,76,57
1945,11,1,52,60,44
1945,11,2,57,63,51
1945,11,3,58,68,48
1945,11,4,43,48,38
1945,11,5,43,51,35
1945,11,6,49.5,59,40
1945,11,7,57,64,50
1945,11,8,64.5,72,57
1945,11,9,67,72,62
1945,11,10,54,66,42
1945,11,11,45.5,50,41
1945,11,12,54,58,50
1945,11,13,62.5,68,57
1945,11,14,52,64,40
1945,11,15,42,46,38
